Avrage Precipitaiton Latitude             Longitude           
0.0                  36.1                 -9.3                
0.0                  36.1                 -9.2                
0.0                  36.1                 -9.1                
0.0                  36.1                 -9.0                
0.0                  36.1                 -8.9                
0.0                  36.1                 -8.8                
0.0                  36.1                 -8.7                
0.0                  36.1                 -8.6                
0.0                  36.1                 -8.5                
0.0                  36.1                 -8.4                
0.0                  36.1                 -8.3                
0.0                  36.1                 -8.2                
0.0                  36.1                 -8.1                
0.0                  36.1                 -8.0                
0.0                  36.1                 -7.9                
0.0                  36.1                 -7.8                
0.0                  36.1                 -7.7                
0.0                  36.1                 -7.6                
0.0                  36.1                 -7.5                
0.0                  36.1                 -7.4                
0.0                  36.1                 -7.3                
0.0                  36.1                 -7.2                
0.0                  36.1                 -7.1                
0.0                  36.1                 -7.0                
0.0                  36.1                 -6.9                
0.0                  36.1                 -6.8                
0.0                  36.1                 -6.7                
0.0                  36.1                 -6.6                
0.0                  36.1                 -6.5                
0.0                  36.1                 -6.4                
0.0                  36.1                 -6.3                
0.0                  36.1                 -6.2                
0.0                  36.1                 -6.1                
0.0                  36.1                 -6.0                
0.0                  36.1                 -5.9                
738.7929766651067    36.1                 -5.8                
757.1042253077719    36.1                 -5.7                
777.7635093257759    36.1                 -5.6                
806.1272810785593    36.1                 -5.5                
827.4119275766259    36.1                 -5.4                
647.0914190967667    36.1                 -5.3                
0.0                  36.1                 -5.2                
0.0                  36.1                 -5.1                
0.0                  36.1                 -5.0                
0.0                  36.1                 -4.9                
0.0                  36.1                 -4.8                
0.0                  36.1                 -4.7                
0.0                  36.1                 -4.6                
0.0                  36.1                 -4.5                
0.0                  36.1                 -4.4                
0.0                  36.1                 -4.3                
0.0                  36.1                 -4.2                
0.0                  36.1                 -4.1                
0.0                  36.1                 -4.0                
0.0                  36.1                 -3.9                
0.0                  36.1                 -3.8                
0.0                  36.1                 -3.7                
0.0                  36.1                 -3.6                
0.0                  36.1                 -3.5                
0.0                  36.1                 -3.4                
0.0                  36.1                 -3.3                
0.0                  36.1                 -3.2                
0.0                  36.1                 -3.1                
0.0                  36.1                 -3.0                
0.0                  36.1                 -2.9                
0.0                  36.1                 -2.8                
0.0                  36.1                 -2.7                
0.0                  36.1                 -2.6                
0.0                  36.1                 -2.5                
0.0                  36.1                 -2.4                
0.0                  36.1                 -2.3                
0.0                  36.1                 -2.2                
0.0                  36.1                 -2.1                
0.0                  36.1                 -2.0                
0.0                  36.1                 -1.9                
0.0                  36.1                 -1.8                
0.0                  36.1                 -1.7                
0.0                  36.1                 -1.6                
0.0                  36.1                 -1.5                
0.0                  36.1                 -1.4                
0.0                  36.1                 -1.3                
0.0                  36.1                 -1.2                
0.0                  36.1                 -1.1                
0.0                  36.1                 -1.0                
0.0                  36.1                 -0.9                
0.0                  36.1                 -0.8                
0.0                  36.1                 -0.7                
0.0                  36.1                 -0.6                
0.0                  36.1                 -0.5                
0.0                  36.1                 -0.4                
0.0                  36.1                 -0.3                
0.0                  36.1                 -0.2                
0.0                  36.1                 -0.1                
0.0                  36.1                 0.0                 
0.0                  36.1                 0.1                 
0.0                  36.1                 0.2                 
0.0                  36.1                 0.3                 
0.0                  36.1                 0.4                 
0.0                  36.1                 0.5                 
0.0                  36.1                 0.6                 
0.0                  36.1                 0.7                 
0.0                  36.1                 0.8                 
0.0                  36.1                 0.9                 
0.0                  36.1                 1.0                 
0.0                  36.1                 1.1                 
0.0                  36.1                 1.2                 
0.0                  36.1                 1.3                 
0.0                  36.1                 1.4                 
0.0                  36.1                 1.5                 
0.0                  36.1                 1.6                 
0.0                  36.1                 1.7                 
0.0                  36.1                 1.8                 
0.0                  36.1                 1.9                 
0.0                  36.1                 2.0                 
0.0                  36.1                 2.1                 
0.0                  36.1                 2.2                 
0.0                  36.1                 2.3                 
0.0                  36.1                 2.4                 
0.0                  36.1                 2.5                 
0.0                  36.1                 2.6                 
0.0                  36.1                 2.7                 
0.0                  36.1                 2.8                 
0.0                  36.1                 2.9                 
0.0                  36.1                 3.0                 
0.0                  36.1                 3.1                 
0.0                  36.1                 3.2                 
0.0                  36.1                 3.3                 
0.0                  36.1                 3.4                 
0.0                  36.1                 3.5                 
0.0                  36.1                 3.6                 
0.0                  36.1                 3.7                 
0.0                  36.1                 3.8                 
0.0                  36.1                 3.9                 
0.0                  36.1                 4.0                 
0.0                  36.1                 4.1                 
0.0                  36.1                 4.2                 
0.0                  36.1                 4.3                 
0.0                  36.1                 4.4                 
0.0                  36.2                 -9.3                
0.0                  36.2                 -9.2                
0.0                  36.2                 -9.1                
0.0                  36.2                 -9.0                
0.0                  36.2                 -8.9                
0.0                  36.2                 -8.8                
0.0                  36.2                 -8.7                
0.0                  36.2                 -8.6                
0.0                  36.2                 -8.5                
0.0                  36.2                 -8.4                
0.0                  36.2                 -8.3                
0.0                  36.2                 -8.2                
0.0                  36.2                 -8.1                
0.0                  36.2                 -8.0                
0.0                  36.2                 -7.9                
0.0                  36.2                 -7.8                
0.0                  36.2                 -7.7                
0.0                  36.2                 -7.6                
0.0                  36.2                 -7.5                
0.0                  36.2                 -7.4                
0.0                  36.2                 -7.3                
0.0                  36.2                 -7.2                
0.0                  36.2                 -7.1                
0.0                  36.2                 -7.0                
0.0                  36.2                 -6.9                
0.0                  36.2                 -6.8                
0.0                  36.2                 -6.7                
0.0                  36.2                 -6.6                
0.0                  36.2                 -6.5                
0.0                  36.2                 -6.4                
0.0                  36.2                 -6.3                
0.0                  36.2                 -6.2                
675.2290437860785    36.2                 -6.1                
696.0593387391875    36.2                 -6.0                
735.9134712947802    36.2                 -5.9                
770.018482887343     36.2                 -5.8                
810.4748620402918    36.2                 -5.7                
848.997890125759     36.2                 -5.6                
882.6993056065429    36.2                 -5.5                
919.0473499867403    36.2                 -5.4                
926.9667685261738    36.2                 -5.3                
0.0                  36.2                 -5.2                
0.0                  36.2                 -5.1                
0.0                  36.2                 -5.0                
0.0                  36.2                 -4.9                
0.0                  36.2                 -4.8                
0.0                  36.2                 -4.7                
0.0                  36.2                 -4.6                
0.0                  36.2                 -4.5                
0.0                  36.2                 -4.4                
0.0                  36.2                 -4.3                
0.0                  36.2                 -4.2                
0.0                  36.2                 -4.1                
0.0                  36.2                 -4.0                
0.0                  36.2                 -3.9                
0.0                  36.2                 -3.8                
0.0                  36.2                 -3.7                
0.0                  36.2                 -3.6                
0.0                  36.2                 -3.5                
0.0                  36.2                 -3.4                
0.0                  36.2                 -3.3                
0.0                  36.2                 -3.2                
0.0                  36.2                 -3.1                
0.0                  36.2                 -3.0                
0.0                  36.2                 -2.9                
0.0                  36.2                 -2.8                
0.0                  36.2                 -2.7                
0.0                  36.2                 -2.6                
0.0                  36.2                 -2.5                
0.0                  36.2                 -2.4                
0.0                  36.2                 -2.3                
0.0                  36.2                 -2.2                
0.0                  36.2                 -2.1                
0.0                  36.2                 -2.0                
0.0                  36.2                 -1.9                
0.0                  36.2                 -1.8                
0.0                  36.2                 -1.7                
0.0                  36.2                 -1.6                
0.0                  36.2                 -1.5                
0.0                  36.2                 -1.4                
0.0                  36.2                 -1.3                
0.0                  36.2                 -1.2                
0.0                  36.2                 -1.1                
0.0                  36.2                 -1.0                
0.0                  36.2                 -0.9                
0.0                  36.2                 -0.8                
0.0                  36.2                 -0.7                
0.0                  36.2                 -0.6                
0.0                  36.2                 -0.5                
0.0                  36.2                 -0.4                
0.0                  36.2                 -0.3                
0.0                  36.2                 -0.2                
0.0                  36.2                 -0.1                
0.0                  36.2                 0.0                 
0.0                  36.2                 0.1                 
0.0                  36.2                 0.2                 
0.0                  36.2                 0.3                 
0.0                  36.2                 0.4                 
0.0                  36.2                 0.5                 
0.0                  36.2                 0.6                 
0.0                  36.2                 0.7                 
0.0                  36.2                 0.8                 
0.0                  36.2                 0.9                 
0.0                  36.2                 1.0                 
0.0                  36.2                 1.1                 
0.0                  36.2                 1.2                 
0.0                  36.2                 1.3                 
0.0                  36.2                 1.4                 
0.0                  36.2                 1.5                 
0.0                  36.2                 1.6                 
0.0                  36.2                 1.7                 
0.0                  36.2                 1.8                 
0.0                  36.2                 1.9                 
0.0                  36.2                 2.0                 
0.0                  36.2                 2.1                 
0.0                  36.2                 2.2                 
0.0                  36.2                 2.3                 
0.0                  36.2                 2.4                 
0.0                  36.2                 2.5                 
0.0                  36.2                 2.6                 
0.0                  36.2                 2.7                 
0.0                  36.2                 2.8                 
0.0                  36.2                 2.9                 
0.0                  36.2                 3.0                 
0.0                  36.2                 3.1                 
0.0                  36.2                 3.2                 
0.0                  36.2                 3.3                 
0.0                  36.2                 3.4                 
0.0                  36.2                 3.5                 
0.0                  36.2                 3.6                 
0.0                  36.2                 3.7                 
0.0                  36.2                 3.8                 
0.0                  36.2                 3.9                 
0.0                  36.2                 4.0                 
0.0                  36.2                 4.1                 
0.0                  36.2                 4.2                 
0.0                  36.2                 4.3                 
0.0                  36.2                 4.4                 
0.0                  36.3                 -9.3                
0.0                  36.3                 -9.2                
0.0                  36.3                 -9.1                
0.0                  36.3                 -9.0                
0.0                  36.3                 -8.9                
0.0                  36.3                 -8.8                
0.0                  36.3                 -8.7                
0.0                  36.3                 -8.6                
0.0                  36.3                 -8.5                
0.0                  36.3                 -8.4                
0.0                  36.3                 -8.3                
0.0                  36.3                 -8.2                
0.0                  36.3                 -8.1                
0.0                  36.3                 -8.0                
0.0                  36.3                 -7.9                
0.0                  36.3                 -7.8                
0.0                  36.3                 -7.7                
0.0                  36.3                 -7.6                
0.0                  36.3                 -7.5                
0.0                  36.3                 -7.4                
0.0                  36.3                 -7.3                
0.0                  36.3                 -7.2                
0.0                  36.3                 -7.1                
0.0                  36.3                 -7.0                
0.0                  36.3                 -6.9                
0.0                  36.3                 -6.8                
0.0                  36.3                 -6.7                
0.0                  36.3                 -6.6                
0.0                  36.3                 -6.5                
0.0                  36.3                 -6.4                
0.0                  36.3                 -6.3                
0.0                  36.3                 -6.2                
666.4876792851986    36.3                 -6.1                
707.2047018211133    36.3                 -6.0                
755.3610935023731    36.3                 -5.9                
807.1237656808966    36.3                 -5.8                
861.5247015521986    36.3                 -5.7                
912.0561743735118    36.3                 -5.6                
958.1185048450969    36.3                 -5.5                
988.0348013113636    36.3                 -5.4                
999.1376054914257    36.3                 -5.3                
1016.8196533434406   36.3                 -5.2                
0.0                  36.3                 -5.1                
0.0                  36.3                 -5.0                
0.0                  36.3                 -4.9                
0.0                  36.3                 -4.8                
0.0                  36.3                 -4.7                
0.0                  36.3                 -4.6                
0.0                  36.3                 -4.5                
0.0                  36.3                 -4.4                
0.0                  36.3                 -4.3                
0.0                  36.3                 -4.2                
0.0                  36.3                 -4.1                
0.0                  36.3                 -4.0                
0.0                  36.3                 -3.9                
0.0                  36.3                 -3.8                
0.0                  36.3                 -3.7                
0.0                  36.3                 -3.6                
0.0                  36.3                 -3.5                
0.0                  36.3                 -3.4                
0.0                  36.3                 -3.3                
0.0                  36.3                 -3.2                
0.0                  36.3                 -3.1                
0.0                  36.3                 -3.0                
0.0                  36.3                 -2.9                
0.0                  36.3                 -2.8                
0.0                  36.3                 -2.7                
0.0                  36.3                 -2.6                
0.0                  36.3                 -2.5                
0.0                  36.3                 -2.4                
0.0                  36.3                 -2.3                
0.0                  36.3                 -2.2                
0.0                  36.3                 -2.1                
0.0                  36.3                 -2.0                
0.0                  36.3                 -1.9                
0.0                  36.3                 -1.8                
0.0                  36.3                 -1.7                
0.0                  36.3                 -1.6                
0.0                  36.3                 -1.5                
0.0                  36.3                 -1.4                
0.0                  36.3                 -1.3                
0.0                  36.3                 -1.2                
0.0                  36.3                 -1.1                
0.0                  36.3                 -1.0                
0.0                  36.3                 -0.9                
0.0                  36.3                 -0.8                
0.0                  36.3                 -0.7                
0.0                  36.3                 -0.6                
0.0                  36.3                 -0.5                
0.0                  36.3                 -0.4                
0.0                  36.3                 -0.3                
0.0                  36.3                 -0.2                
0.0                  36.3                 -0.1                
0.0                  36.3                 0.0                 
0.0                  36.3                 0.1                 
0.0                  36.3                 0.2                 
0.0                  36.3                 0.3                 
0.0                  36.3                 0.4                 
0.0                  36.3                 0.5                 
0.0                  36.3                 0.6                 
0.0                  36.3                 0.7                 
0.0                  36.3                 0.8                 
0.0                  36.3                 0.9                 
0.0                  36.3                 1.0                 
0.0                  36.3                 1.1                 
0.0                  36.3                 1.2                 
0.0                  36.3                 1.3                 
0.0                  36.3                 1.4                 
0.0                  36.3                 1.5                 
0.0                  36.3                 1.6                 
0.0                  36.3                 1.7                 
0.0                  36.3                 1.8                 
0.0                  36.3                 1.9                 
0.0                  36.3                 2.0                 
0.0                  36.3                 2.1                 
0.0                  36.3                 2.2                 
0.0                  36.3                 2.3                 
0.0                  36.3                 2.4                 
0.0                  36.3                 2.5                 
0.0                  36.3                 2.6                 
0.0                  36.3                 2.7                 
0.0                  36.3                 2.8                 
0.0                  36.3                 2.9                 
0.0                  36.3                 3.0                 
0.0                  36.3                 3.1                 
0.0                  36.3                 3.2                 
0.0                  36.3                 3.3                 
0.0                  36.3                 3.4                 
0.0                  36.3                 3.5                 
0.0                  36.3                 3.6                 
0.0                  36.3                 3.7                 
0.0                  36.3                 3.8                 
0.0                  36.3                 3.9                 
0.0                  36.3                 4.0                 
0.0                  36.3                 4.1                 
0.0                  36.3                 4.2                 
0.0                  36.3                 4.3                 
0.0                  36.3                 4.4                 
0.0                  36.4                 -9.3                
0.0                  36.4                 -9.2                
0.0                  36.4                 -9.1                
0.0                  36.4                 -9.0                
0.0                  36.4                 -8.9                
0.0                  36.4                 -8.8                
0.0                  36.4                 -8.7                
0.0                  36.4                 -8.6                
0.0                  36.4                 -8.5                
0.0                  36.4                 -8.4                
0.0                  36.4                 -8.3                
0.0                  36.4                 -8.2                
0.0                  36.4                 -8.1                
0.0                  36.4                 -8.0                
0.0                  36.4                 -7.9                
0.0                  36.4                 -7.8                
0.0                  36.4                 -7.7                
0.0                  36.4                 -7.6                
0.0                  36.4                 -7.5                
0.0                  36.4                 -7.4                
0.0                  36.4                 -7.3                
0.0                  36.4                 -7.2                
0.0                  36.4                 -7.1                
0.0                  36.4                 -7.0                
0.0                  36.4                 -6.9                
0.0                  36.4                 -6.8                
0.0                  36.4                 -6.7                
0.0                  36.4                 -6.6                
0.0                  36.4                 -6.5                
0.0                  36.4                 -6.4                
0.0                  36.4                 -6.3                
617.704919290542     36.4                 -6.2                
659.4008961549793    36.4                 -6.1                
710.6940586429425    36.4                 -6.0                
767.3342493660662    36.4                 -5.9                
830.1078302558345    36.4                 -5.8                
896.3305632983746    36.4                 -5.7                
960.9381846062163    36.4                 -5.6                
1017.9701575954186   36.4                 -5.5                
1058.8290046006512   36.4                 -5.4                
1063.1166183122396   36.4                 -5.3                
1041.015827138469    36.4                 -5.2                
993.4079370122246    36.4                 -5.1                
0.0                  36.4                 -5.0                
0.0                  36.4                 -4.9                
0.0                  36.4                 -4.8                
0.0                  36.4                 -4.7                
0.0                  36.4                 -4.6                
0.0                  36.4                 -4.5                
0.0                  36.4                 -4.4                
0.0                  36.4                 -4.3                
0.0                  36.4                 -4.2                
0.0                  36.4                 -4.1                
0.0                  36.4                 -4.0                
0.0                  36.4                 -3.9                
0.0                  36.4                 -3.8                
0.0                  36.4                 -3.7                
0.0                  36.4                 -3.6                
0.0                  36.4                 -3.5                
0.0                  36.4                 -3.4                
0.0                  36.4                 -3.3                
0.0                  36.4                 -3.2                
0.0                  36.4                 -3.1                
0.0                  36.4                 -3.0                
0.0                  36.4                 -2.9                
0.0                  36.4                 -2.8                
0.0                  36.4                 -2.7                
0.0                  36.4                 -2.6                
0.0                  36.4                 -2.5                
0.0                  36.4                 -2.4                
0.0                  36.4                 -2.3                
0.0                  36.4                 -2.2                
0.0                  36.4                 -2.1                
0.0                  36.4                 -2.0                
0.0                  36.4                 -1.9                
0.0                  36.4                 -1.8                
0.0                  36.4                 -1.7                
0.0                  36.4                 -1.6                
0.0                  36.4                 -1.5                
0.0                  36.4                 -1.4                
0.0                  36.4                 -1.3                
0.0                  36.4                 -1.2                
0.0                  36.4                 -1.1                
0.0                  36.4                 -1.0                
0.0                  36.4                 -0.9                
0.0                  36.4                 -0.8                
0.0                  36.4                 -0.7                
0.0                  36.4                 -0.6                
0.0                  36.4                 -0.5                
0.0                  36.4                 -0.4                
0.0                  36.4                 -0.3                
0.0                  36.4                 -0.2                
0.0                  36.4                 -0.1                
0.0                  36.4                 0.0                 
0.0                  36.4                 0.1                 
0.0                  36.4                 0.2                 
0.0                  36.4                 0.3                 
0.0                  36.4                 0.4                 
0.0                  36.4                 0.5                 
0.0                  36.4                 0.6                 
0.0                  36.4                 0.7                 
0.0                  36.4                 0.8                 
0.0                  36.4                 0.9                 
0.0                  36.4                 1.0                 
0.0                  36.4                 1.1                 
0.0                  36.4                 1.2                 
0.0                  36.4                 1.3                 
0.0                  36.4                 1.4                 
0.0                  36.4                 1.5                 
0.0                  36.4                 1.6                 
0.0                  36.4                 1.7                 
0.0                  36.4                 1.8                 
0.0                  36.4                 1.9                 
0.0                  36.4                 2.0                 
0.0                  36.4                 2.1                 
0.0                  36.4                 2.2                 
0.0                  36.4                 2.3                 
0.0                  36.4                 2.4                 
0.0                  36.4                 2.5                 
0.0                  36.4                 2.6                 
0.0                  36.4                 2.7                 
0.0                  36.4                 2.8                 
0.0                  36.4                 2.9                 
0.0                  36.4                 3.0                 
0.0                  36.4                 3.1                 
0.0                  36.4                 3.2                 
0.0                  36.4                 3.3                 
0.0                  36.4                 3.4                 
0.0                  36.4                 3.5                 
0.0                  36.4                 3.6                 
0.0                  36.4                 3.7                 
0.0                  36.4                 3.8                 
0.0                  36.4                 3.9                 
0.0                  36.4                 4.0                 
0.0                  36.4                 4.1                 
0.0                  36.4                 4.2                 
0.0                  36.4                 4.3                 
0.0                  36.4                 4.4                 
0.0                  36.5                 -9.3                
0.0                  36.5                 -9.2                
0.0                  36.5                 -9.1                
0.0                  36.5                 -9.0                
0.0                  36.5                 -8.9                
0.0                  36.5                 -8.8                
0.0                  36.5                 -8.7                
0.0                  36.5                 -8.6                
0.0                  36.5                 -8.5                
0.0                  36.5                 -8.4                
0.0                  36.5                 -8.3                
0.0                  36.5                 -8.2                
0.0                  36.5                 -8.1                
